geoname,,,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
New Mexico,,,-0.0019,0.0703,-0.0146,-0.0022,-0.0168,-0.0002,-0.0206,-0.0058,0.0506,0.0056,-0.0207,-0.464,-0.058333334
New Mexico,,,0.0224,0.1209,-0.0199,0.0068,-0.0235,0.0281,0.0177,0.0085,0.1164,0.0302,0.0136,0.719,-0.316666666
New Mexico,,,-0.0035,0.0589,0.0056,-0.0057,0.0147,0.0014,0.0275,0.029,0.0672,0.0199,0.0137,-0.185,0.008333333
New Mexico,,,0.03167,-0.47928,-0.00574,0.02451,-0.00627,0.07662,0.09881,0.10719,0.0604,0.05197,0.10297,0.351,0.15
New Mexico,,,0.0055,0.03355,-0.02652,0.02493,-0.02588,0.00339,-0.0496,0.01922,0.0957,0.05366,0.02557,-0.436,-0.708333333
New Mexico,,,-0.00124,0.10931,0.01283,0.01986,-0.00297,0.00326,0.01555,0.01095,0.1496,0.02835,0.03336,0.204,-1.116666667
New Mexico,,,-0.00075,0.19421,0.05329,-0.00468,0.0008,-0.00581,-0.0086,0.01705,0.0356,0.01727,0.04547,0.469,0.033333333
New Mexico,,,-0.01209,-0.03101,-0.03711,-0.02276,-0.03597,0.03283,-0.02377,-0.02157,-0.0674,-0.02993,0.02481,-0.312,2.966666667
New Mexico,,,-0.02248,-0.0973,-0.00607,0.02137,0.05906,0.00728,0.02807,0.02765,0.4919,-0.00921,0.05031,0.027,-0.866666667
New Mexico,,,0.00997,0.02706,-0.00921,0.00932,0.02816,0.00455,0.04392,0.01787,0.3386,-0.09015,0.06512,-0.123,-3.033333333
New York,,,0.0182,0.0129,0.3385,-0.0177,0.0165,0.4861,0.1468,-0.1272,0.1187,0.5707,0.4107,0.188,-0.8
New York,,,0.023,0.0095,0.0514,-0.005,0.4755,1.4964,0.5588,0.2125,0.1369,0.2749,0.4824,0.302,-0.416666667
New York,,,0.0175,-0.0004,0.3612,-0.0074,-0.1212,1.2516,0.118,0.0136,0.1575,0.3462,0.2546,-0.1,-0.675
New York,,,0.0023,0.0029,-0.3193,-0.1872,0.4281,2.7094,0.7824,0.0957,0.0884,-0.0484,0.128,0.071,0.366666667
New York,,,-0.0148,-0.0063,0.2309,-0.0459,0.5271,-1.6088,-0.0207,0.1758,0.0862,0.255,0.0214,-0.104,1.325
New York,,,0.0026,0.0038,-0.0965,0.0669,-0.0558,-1.5284,0.1284,0.2771,0.1375,0.7909,-0.1105,-0.008,0.2
New York,,,0.0101,0.0001,0.318,0.1565,0.5577,0.3728,0.1472,0.2086,0.1693,0.5192,-0.0497,0.117,-0.608333333
New York,,,0.0294,-0.0051,0.0734,0.1129,0.2959,1.9375,0.6077,0.0723,0.1981,0.2558,0.4361,0.178,-0.833333334
New York,,,0.01,0.0106,0.4423,0.1346,-0.0774,1.5887,0.0315,0.2152,0.1807,0.0046,0.3325,-0.046,-0.425
New York,,,-0.025,0.0032,-0.0727,0.0027,0.8667,-1.9324,0.6802,-0.0077,0.1636,0.1363,0.4744,-0.07,-0.1
New York,,,0.0122,0.006,-0.3658,-0.0434,0.4238,-3.5455,0.5519,0.3482,0.1075,-0.3469,0.8067,-0.037,0.975
New York,,,-0.0029,-0.0018,-0.047,-0.1641,0.2113,4.8558,-0.2766,0.1762,-0.034,-0.7454,-1.0086,-0.005,2.958333334
New York,,,0.0358,-0.0109,0.0769,0.0616,0.7149,0.9345,0.7433,0.0529,0.1214,0.5302,-0.1512,-0.147,0.35
New York,,,-0.0166,-0.0123,-0.6435,0.0964,0.3796,-0.3647,0.6236,0.0365,0.1291,0.162,0.4632,-0.087,-0.358333334
New York,,,-0.0432,0.0058,-0.2073,-0.0262,0.4979,1.8328,0.6952,0.0769,0.0833,0.1856,0.309,-0.489,0.266666667
New York,,,0.031,-0.0065,0.1552,0.0055,0.3546,-1.3666,0.1699,0.1074,0.113,0.2537,0.005,0.21,-0.833333333
New York,,,0.0211,0.009,-0.0671,-0.0227,-0.053,0.5338,0.269,0.1176,0.1759,0.1633,0.3775,0.439,-1.5
New York,,,-0.0091,-0.006,0.1052,-0.0423,0.728,-0.988,0.0083,0.2036,0.1013,0.5071,0.5148,0.452,-1.058333334
New York,,,0.01928,-0.00532,0.42557,0.87664,1.82601,10.52655,2.91616,1.77112,0.1247,1.39574,3.55141,0.351,-0.358333333
New York,,,0.04254,-0.01414,-0.04251,0.2419,-0.37242,2.78679,0.62684,0.70704,0.1815,0.74742,0.84691,-0.115,-0.241666667
New York,,,-0.01643,0.00282,-0.12517,0.16009,1.55043,-1.73549,0.75491,0.5311,0.2114,0.22178,0.41916,0.519,-0.533333333
New York,,,0.04112,0.00255,0.44312,0.03638,1.33842,0.82222,-0.15151,0.53712,0.1689,0.09977,0.57777,0.408,-0.25
New York,,,-0.02479,0.00804,-0.43696,-0.57582,0.49089,1.51877,-0.11501,-0.37819,-0.1801,-1.01209,-0.49143,-0.444,6
New York,,,0.00365,-0.00465,0.25945,0.3802,1.29188,0.54845,1.42277,0.46748,0.5541,-0.215,1.31682,0.123,-2.833333333
New York,,,0.0323,-0.01417,-0.04238,0.29069,1.0898,0.60092,1.12498,0.3871,0.5217,-0.56868,0.66728,-0.272,-2.766666667
North Carolina,,,-0.061,0.0199,-0.0383,0.0728,0.1069,0.1175,0.051,0.0992,0.0721,0.3364,0.212,-0.083,-0.3
North Carolina,,,0.0057,0.011,0.6488,-0.0131,0.0198,0.1647,0.2074,0.0732,0.1208,0.1211,0.0943,0.112,-0.25
North Carolina,,,0.1262,-0.0048,0.2403,0.0118,-0.0285,0.1197,0.0569,0.0422,0.1278,0.0618,0.0126,-0.036,0.475
North Carolina,,,-0.0191,0.0107,-0.108,-0.1686,0.0366,0.6991,0.1706,0.0975,0.0486,-0.0503,0.0753,-0.16,1.866666667
North Carolina,,,-0.1297,-0.0238,-0.241,-0.0083,0.1273,0.3977,0.0063,0.0941,0.0351,0.0929,0.0687,-0.33,1.3
North Carolina,,,0.0087,0.0069,0.1085,0.0456,0.0485,0.1675,-0.1061,0.0829,0.0868,0.2432,0.0117,0.001,-0.208333333
North Carolina,,,0.0653,0.0125,0.0233,0.0671,0.2485,0.1829,0.0858,0.1219,0.1232,0.1924,0.1419,0.3,-0.858333334
North Carolina,,,0.0464,-0.0056,0.2545,0.043,0.0923,0.4497,0.1673,0.0785,0.1423,0.1614,0.0662,0.094,-0.258333333
North Carolina,,,0.0206,-0.0067,1.3257,0.0258,0.0046,-0.0339,0.1364,0.1608,0.1029,0.1277,0.136,-0.487,-0.466666667
North Carolina,,,-0.1158,0.0158,0.2051,-0.0389,0.0537,-0.7311,0.3251,0.0568,0.1102,0.1005,0.1157,0.368,-0.041666666
North Carolina,,,0.0208,-0.0517,-0.4243,-0.0091,0.0663,0.7664,0.1891,0.1241,0.033,-0.0951,0.164,-0.287,1.116666666
North Carolina,,,0.0946,-0.007,-0.143,-0.0644,-0.1449,-0.3144,-0.0305,0.0602,-0.0814,-0.4261,-0.0883,-0.112,4.824999997
North Carolina,,,-0.0091,-0.0175,0.0291,0.0498,-0.0281,-0.1194,0.1779,-0.0426,0.0876,0.1463,0.0836,0.176,-0.31666666
North Carolina,,,-0.1157,-0.0179,0.0816,0.0202,-0.0013,0.2211,0.1953,-0.0236,0.1011,-0.042,0.0945,0.001,-0.48333334
North Carolina,,,0.0326,-0.0058,-0.6836,0.0109,-0.0146,-0.0134,0.0602,0.0737,0.087,0.1476,0.1,-0.561,-0.716666663
North Carolina,,,0.0472,0.0046,0.4854,-0.0044,0.1003,-0.2026,0.0503,0.0407,0.077,0.1705,-0.0188,0.525,-1.783333334
North Carolina,,,0.0602,0.0089,-0.2172,0.0327,0.116,0.1569,0.012,0.0967,0.1148,0.2015,0.1336,-0.026,-1.625
North Carolina,,,-0.0053,-0.0187,-0.0205,-0.0188,0.1544,-0.0645,0.1848,0.0903,0.101,0.1596,0.1622,0.49,-0.45
North Carolina,,,0.00939,0.01658,1.01122,0.22297,0.34084,1.45935,0.71386,0.33214,0.0874,0.74788,0.82666,0.302,-0.558333333
North Carolina,,,0.07094,0.0275,-0.39676,0.16303,-0.02002,0.26438,0.64909,0.22901,0.1344,0.50121,0.22575,-0.609,-0.575
North Carolina,,,-0.08119,-0.00423,0.05866,0.03648,0.07585,-0.21086,0.13122,0.09257,0.1397,0.1003,0.42205,0.327,-0.533333333
North Carolina,,,-0.02086,0.00869,-0.46576,0.01831,0.13942,0.40186,0.12195,0.13761,0.1297,0.20088,0.20361,0.797,-0.125
North Carolina,,,-0.06989,0.00143,-0.14062,-0.04769,0.06231,0.25668,0.01615,-0.0956,-0.0003,0.20963,0.04132,-0.154,3.408333333
North Carolina,,,0.1328,0.01177,-0.05313,0.20756,0.38772,0.19255,0.42681,0.37212,0.5224,0.11326,0.69097,-0.03,-2.4
North Carolina,,,-0.05063,-0.01257,0.16764,-0.01316,0.19469,-0.30523,0.33939,0.11451,0.3547,-0.24793,0.4595,-0.275,-1.233333333
North Dakota,,,-0.0365,0.0007,0.0025,-0.0003,0.0009,0.0142,0.0067,0.0026,0.1015,0.0027,0.004,0.288,0.191666667
North Dakota,,,0.0269,-0.0071,-0.0061,0.0058,-0.0006,0.0103,0.0158,0.0059,0.1269,0.0054,0.0014,0.354,-0.216666667
North Dakota,,,-0.018,0.0046,0.0379,-0.0072,0.0062,0.0187,0.0047,-0.0017,0.1259,0.0072,0.0044,-0.159,-0.091666667
North Dakota,,,0.0349,-0.0016,0.008,-0.0004,0.0097,0.0121,0.0097,0.005,0.1101,0.0107,0.0057,-0.006,0.541666667
North Dakota,,,0.0532,-0.0024,0.0291,0.0074,0.0072,0.0011,-0.0095,0.0062,0.1297,0.035,-0.0002,0.525,0.1
North Dakota,,,-0.0508,0.0041,0.0161,0.0081,0.0123,-0.0101,0.013,0.0068,0.1358,0.0147,0.003,-0.327,-0.091666667
North Dakota,,,0.015,0.0029,0.0278,0.0059,0.0071,0.0016,0.0061,0.0033,0.1592,0.0185,0.0033,0.265,-0.075
North Dakota,,,0.018,0.0169,0.0186,0.0098,0.0165,0.0002,-0.0024,0.0089,0.1617,0.0033,0.0066,-0.332,-0.208333333
North Dakota,,,0.0252,0.0118,0.0072,-0.0018,0.0161,0.0061,0.0336,0.0022,0.16,0.0013,0.0039,0.697,-0.083333333
North Dakota,,,0.0852,0.0377,0.0311,0.0141,-0.0006,0.0029,0.0318,0.0136,0.1329,0.0261,0.0098,0.092,0.091666666
North Dakota,,,0.0138,0.0364,-0.0599,-0.006,-0.0122,0.0203,0.0075,0.0062,0.0474,-0.0009,-0.0003,0.085,0.808333334
North Dakota,,,-0.0122,0.0969,-0.0031,0.0248,-0.0012,0.0033,0.029,0.0102,0.131,0.0385,0.0086,0.032,-0.225
North Dakota,,,-0.0439,0.1624,0.016,0.0393,0.0051,0.0068,0.0466,0.0115,0.2923,0.0682,0.0094,0.477,-0.333333334
North Dakota,,,0.0995,0.2772,0.0369,0.055,-0.0043,0.0128,0.0663,0.0141,0.3054,0.09,0.023,-0.209,-0.425
North Dakota,,,-0.0894,0.0805,0.008,0.0265,0.0003,-0.0261,0.0568,0.0106,0.1495,0.0458,0.0155,0.333,-0.041666666
North Dakota,,,-0.033,0.1218,0.0145,0.0313,-0.0011,0.0305,0.0491,0.0119,0.1452,0.0381,0.015,0.089,-0.275
North Dakota,,,0.0135,-0.1069,0.0165,-0.0441,0.0012,0.0047,-0.0221,0.0196,0.0051,-0.0114,-0.0016,-0.396,0.166666666
North Dakota,,,0.06152,-0.40151,-0.00481,-0.0116,0.01957,0.03925,0.05583,0.06473,-0.0259,0.03322,0.01199,0.271,0.316666667
North Dakota,,,0.01175,0.44103,0.01284,0.03195,0.00141,0.03634,-0.01223,0.02575,-0.0016,0.02774,0.00246,-0.126,-0.491666667
North Dakota,,,0.03961,0.16831,-0.0211,0.00133,0.00071,0.00047,-0.00873,0.0087,0.1428,-0.00361,0.0049,0.592,-0.2
North Dakota,,,-0.05974,0.06199,0.03675,-0.00448,0.01101,0.00972,-0.04485,0.02726,0.1276,0.00066,0.00795,0.289,-0.241666666
North Dakota,,,0.0644,-0.18716,-0.00097,-0.04117,-0.0008,-0.0121,-0.05377,-0.00536,-0.0779,-0.01597,-0.00941,-0.749,2.825
North Dakota,,,-0.00301,-0.08576,0.01663,0.01192,0.00769,0.00276,-0.00199,0.02335,0.4201,-0.03306,0.00419,0.201,-1.925
North Dakota,,,0.05233,-0.10453,0.03033,-0.00406,0.00976,-0.02766,0.05888,-0.00055,0.3422,-0.06174,0.01554,0.444,-0.983333334
Ohio,,,-0.03,0.0639,0.4129,0.0718,0.0553,0.2537,0.0869,0.0985,0.1009,0.522,0.0644,0.39,-0.275
Ohio,,,-0.0374,-0.0126,-0.1033,0.0261,0.0151,0.3405,0.2923,0.0474,0.1154,0.0895,0.0706,-0.04,-0.025
Ohio,,,0.0603,-0.0012,0.0898,0.0389,-0.0532,0.2307,0.1335,0.0613,0.1382,0.1139,-0.0042,0.339,-0.208333333
Ohio,,,-0.0291,-0.0131,-0.7821,-0.0956,0.0653,0.1124,0.2604,0.0999,0.0881,0.0991,0.0513,-0.337,0.258333333
Ohio,,,0.0008,0.0425,0.2734,-0.0133,0.1548,0.2994,-0.0188,0.1134,0.0756,0.0708,0.0196,0.059,1.416666667
Ohio,,,0.0081,-0.0601,0.1279,0.0447,0.0541,0.102,-0.0551,0.096,0.1056,0.3587,0.0182,-0.008,0.425
Ohio,,,0.0378,-0.0082,0.5818,0.1141,0.0663,0.2361,-0.1206,0.132,0.1073,0.0884,0.0945,-0.231,0.033333333
Ohio,,,-0.0136,-0.0248,0.0333,0.1172,0.065,0.15,0.0848,0.0368,0.1214,0.0966,0.0199,-0.014,-0.316666667
Ohio,,,0.0281,0.0083,0.0847,0.0872,-0.0338,0.0204,-0.101,0.1899,0.0899,-0.0895,0.0997,0.058,-0.516666666
Ohio,,,-0.0415,0.0071,-0.0232,-0.0566,0.1217,-0.0276,0.2001,-0.0718,0.1048,-0.0536,0.068,0.276,0.191666666
Ohio,,,0.0174,-1.00E-04,-0.8224,-0.0003,0.0645,-0.2202,0.0222,0.1454,0.0473,-0.1701,0.1962,-0.522,0.991666667
Ohio,,,0.099,0.058,-1.3936,-0.1812,0.1808,0.3485,-0.0694,-0.0145,-0.0519,-0.5286,-0.1404,-0.115,3.54166667
Ohio,,,-0.0416,-0.0399,0.513,0.0499,0.2249,-0.0615,0.2112,-0.0175,0.0987,0.1019,0.0002,-0.081,0.125
Ohio,,,0.0399,0.0194,0.6066,0.0832,0.1573,0.1738,0.1632,0.068,0.1179,0.0742,0.1338,-0.337,-1.450000003
Ohio,,,-0.0769,-0.0185,-0.235,-0.0333,-0.0869,0.2122,0.0619,0.0773,0.1027,0.0457,-0.0699,-0.141,-1.408333334
Ohio,,,0.0786,0.1115,0.1659,-0.0073,0.012,-0.4029,0.038,0.1375,0.0978,0.2466,-0.0064,0.716,0.05
Ohio,,,-0.0185,0.1999,0.7435,0.0275,-0.3456,0.3754,0.0033,0.039,0.0973,0.1682,0.0385,-0.221,-1.658333333
Ohio,,,0.0049,0.36,0.2066,0.019,-0.1165,-0.0029,0.0107,0.1388,0.0959,0.201,0.0666,0.447,-0.85
Ohio,,,-0.03541,-0.21068,0.52403,0.4277,0.20559,1.46909,0.95576,0.76384,0.0936,0.86655,0.62658,0.025,0.125
Ohio,,,0.08547,-0.32136,0.17024,0.11571,-0.1081,0.73575,0.53814,0.27399,0.133,0.61011,0.12297,0.679,-0.108333333
Ohio,,,0.0691,-0.01701,0.10727,0.07283,0.02128,-0.20745,0.12872,0.09183,0.1216,-0.0354,0.17375,-0.032,-0.466666667
Ohio,,,-0.11687,0.0871,-0.03664,0.04499,0.13861,1.0609,-0.00687,0.12356,0.0984,0.07654,0.1692,0.241,-0.316666667
Ohio,,,0.1034,0.12137,-0.68981,0.0268,-0.05763,-0.18751,-0.16048,-0.16778,-0.0664,0.08545,-0.14756,-0.559,4.108333334
Ohio,,,0.0619,-0.18199,0.71167,0.1036,0.19161,0.40858,0.41263,0.1783,0.4515,-0.0782,0.39647,-0.046,-3.158333334
Ohio,,,-0.05157,-0.109,-0.00439,-0.19071,0.14216,0.03774,0.28478,0.18012,0.3553,-0.36064,0.3491,-0.008,-1.108333333
Oklahoma,,,-0.0164,-0.0367,-0.0389,0.0328,0.0131,0.0274,0.0033,0.0476,0.0727,0.0761,-0.0099,0.33,0.116666667
Oklahoma,,,0.0313,-0.0467,0.0423,-0.0163,-0.0047,0.0266,0.0505,0.0009,0.0892,0.0019,0.0004,-0.289,-0.608333333
Oklahoma,,,0.0336,-0.0498,0.0603,0.002,0.0131,0.0328,0.0189,0.0207,0.1133,0.0549,0.0164,-0.222,-0.475
Oklahoma,,,-0.0254,0.2966,-0.0346,-0.03,0.028,0.0325,0.0921,0.0106,0.0819,0.0837,0.002,0.385,0.633333333
Oklahoma,,,0.0387,0.0418,-0.0838,-0.0237,0.0255,0.0349,-0.0015,0.033,0.0461,0.0445,0.0218,0.063,1
Oklahoma,,,-0.008,-0.0159,0.127,0.0245,-0.015,0.0106,-0.0208,0.0197,0.1011,0.0488,0.0074,-0.2,0.783333333
Oklahoma,,,0.0258,0.0978,0.0106,0.0379,0.0355,0.0121,0.012,0.0367,0.1038,0.0436,0.0111,0.417,-0.7
Oklahoma,,,0.0274,0.043,0.0696,0.0272,0.0514,0.0147,0.0699,0.0162,0.1542,0.0517,0.0119,-0.449,-0.383333333
Oklahoma,,,-0.0377,0.1794,0.1995,0.0416,0.0108,0.0054,0.088,0.0307,0.1279,0.1032,0.012,0.014,-0.408333333
Oklahoma,,,-0.0475,0.1172,-0.0423,0.0143,0.0282,0.0207,0.0912,-0.0008,0.1177,0.0061,0.0238,0.462,0.05
Oklahoma,,,0.0297,-0.1235,0.2615,0.0282,0.0112,-0.0663,0.003,0.0473,0.0974,-0.0674,0.0404,0.172,-0.35
Oklahoma,,,-0.0284,0.2143,-0.3452,-0.1242,-0.0324,0.0632,-0.0422,0.0271,-0.0809,-0.123,-0.0195,-0.006,2.941666666
Oklahoma,,,0.0609,-0.0965,-0.1528,0.0257,-0.0196,-0.0459,0.0848,0.0161,0.093,0.0491,0.0098,-0.444,-0.058333333
Oklahoma,,,-0.0055,0.2606,0.0963,0.0642,-0.0049,0.0135,0.0672,0.0172,0.1241,0.0975,0.0244,0.508,-0.908333333
Oklahoma,,,0.0058,0.0965,0.1232,0.1269,-0.017,0.0218,0.1123,0.023,0.0719,0.2042,0.0249,-0.122,-0.475
Oklahoma,,,0.0138,0.291,0.0524,0.0825,0.0073,0.0331,0.0054,0.0223,0.1018,0.0456,0.0121,0.046,-0.783333334
Oklahoma,,,0.0231,0.2955,0.0235,-0.0026,0.0221,-0.0296,0.0266,0.0538,0.0208,-0.0271,0.018,-0.01,-0.041666666
Oklahoma,,,0.00787,-1.28646,-0.03435,0.40401,0.02766,0.1787,0.105,0.17706,0.048,0.16917,0.11261,0.413,0.366666666
Oklahoma,,,0.03579,0.65574,0.08194,0.09149,0.12414,0.03833,0.12083,0.03052,0.0957,-0.0086,0.03089,0.006,-0.625
Oklahoma,,,0.01276,0.03025,0.11829,-0.01701,0.03574,-0.04007,0.0326,0.01128,0.1397,0.04193,0.04387,0.174,-0.741666666
Oklahoma,,,-0.01982,0.19321,0.07212,-0.21653,0.02481,-0.00477,0.01855,0.03828,0.0487,0.02886,0.04758,0.473,-0.158333334
Oklahoma,,,-0.07265,-0.31643,-0.23613,-0.00187,-0.05547,-0.01879,0.02435,-0.04493,-0.0361,-0.00527,-0.06939,-0.85,3.183333334
Oklahoma,,,0.05225,-0.62431,-0.06755,0.11881,0.04885,0.08594,0.11123,0.07432,0.4142,-0.0048,0.07992,0.565,-2.3
Oklahoma,,,-0.12886,-0.21246,0.05028,0.0718,-0.00155,0.01641,0.10079,0.08473,0.3157,-0.10338,0.04495,-0.136,-0.991666667
Oregon,,,-0.0175,0.0072,0.1418,0.0187,0.0199,0.0932,0.0384,0.0285,0.0894,0.1259,0.0262,0.222,0.091666667
Oregon,,,0.0317,0.0072,0.0147,-0.0037,0.0424,-0.0519,0.0944,0.0283,0.1178,0.0181,-0.0087,0.124,-0.175
Oregon,,,0.019,-0.0014,0.3401,0.017,0.0011,0.0222,0.0802,0.0488,0.1302,0.1006,0.0397,0.077,-0.275
Oregon,,,-0.0181,0.0012,-0.0698,-0.0604,0.0222,0.0552,0.0623,0.016,0.0605,-0.0285,0.0081,-0.343,1.183333333
Oregon,,,0.0301,0.003,0.1684,-0.0065,0.0078,0.0275,-0.0338,0.0466,0.0636,0.0318,-0.0008,0.002,1.1
Oregon,,,0.0246,0.0011,0.2169,0.0251,0.0118,0.0182,-0.021,0.0609,0.0963,0.1128,0.0067,-0.157,0.541666667
Oregon,,,-0.0053,0.0005,0.7485,0.0458,0.0526,-0.0409,-0.0126,0.0411,0.164,0.101,0.0294,-0.25,-0.675
Oregon,,,0.0284,0.0006,-0.0342,0.0324,0.0245,0.0514,0.1231,0.0244,0.1523,0.09,0.0043,0.285,-1.15
Oregon,,,0.0563,-0.0016,0.7226,0.0098,0.0287,0.0254,0.1373,0.1064,0.1451,0.0727,0.0263,0.231,-0.8
Oregon,,,-0.0939,0.006,0.2921,-0.0093,0.0665,0.0142,0.1606,0.0141,0.1163,0.0226,0.023,0.264,-0.233333334
Oregon,,,-0.0294,-0.0154,0.9127,-0.0091,0.0326,-0.0853,0.073,0.0824,0.0304,-0.0701,0.0726,-0.046,1.116666667
Oregon,,,0.024,-0.0018,0.3855,-0.0499,-0.037,0.0898,-0.0299,-0.0435,-0.0939,-0.2116,-0.0455,-0.32,4.51666667
Oregon,,,-0.0228,-0.0079,0.9874,0.0245,0.0007,-0.0197,-0.0016,0.0005,0.076,0.0289,0.0083,0.108,-0.1
Oregon,,,-0.0254,-0.0025,0.6579,0.0053,0.0082,0.0158,0.0079,0.0171,0.0936,-0.0259,0.0372,-0.082,-1.083333337
Oregon,,,0.0242,-0.0012,-0.9755,0.011,0.0002,0.005,-0.0451,0.0491,0.0593,0.0595,0.0412,-0.092,-0.8
Oregon,,,0.0142,0.0007,-0.4632,-0.0028,0.0137,-0.0253,0.0284,0.0263,0.0803,-0.0996,0.0155,-0.418,-1.058333333
Oregon,,,0.0252,0.0013,-0.2169,0.0095,0.0043,0.0367,0.0769,0.0331,0.1387,0.053,0.0429,1.111,-1.108333333
Oregon,,,0.0163,-0.0015,0.2939,-0.0083,0.0715,0.019,0.1325,0.1114,0.1416,0.0942,0.0595,0.242,-1.175
Oregon,,,0.06359,0.00571,-1.94369,0.14754,0.08109,0.32742,0.67198,0.31997,0.1004,0.27581,0.3078,-0.269,-0.716666667
Oregon,,,-0.01536,0.00032,0.02226,0.06393,0.05195,0.03914,-0.04866,0.11582,0.1837,0.25343,0.0993,0.274,-0.691666667
Oregon,,,0.04974,0.0004,0.06789,0.01552,0.05291,0.00134,0.14625,0.05104,0.1919,0.08788,0.12445,0.626,-0.016666666
Oregon,,,-0.02501,-0.00197,-0.05772,0.00918,0.07921,0.01448,0.05614,0.0824,0.1163,0.06129,0.07075,0.481,-0.316666667
Oregon,,,0.02043,0.00548,0.103,-0.0491,0.06003,0.02964,-0.02086,-0.01871,-0.0499,0.01314,-0.05261,0.187,3.891666667
Oregon,,,-0.03622,0.00193,-0.01252,0.09268,0.19418,0.04224,0.13933,0.10578,0.5372,0.03313,0.17956,0.163,-2.408333334
Oregon,,,-0.01108,-0.00263,0.05329,-0.00959,0.15145,-0.06979,0.01888,0.05214,0.451,-0.06546,0.12772,-0.148,-1.075
Pennsylvania,,,0.0227,0.0998,0.1985,0.063,-0.0149,0.3115,-0.0399,-0.0137,0.1085,0.526,0.1004,0.168,-0.45
Pennsylvania,,,0.0148,-0.0018,0.127,0.0273,0.0245,0.1582,0.2404,0.1608,0.1337,0.1308,0.1115,-0.344,-0.2
Pennsylvania,,,0.0558,-0.0069,0.3795,-0.0004,-0.0265,0.1758,0.1029,-0.0292,0.1581,0.1711,0.0906,0.501,-0.266666667
Pennsylvania,,,-0.0236,0.0107,-0.1464,-0.1106,0.0735,0.313,0.2423,0.0884,0.1055,0.2106,0.1981,0.059,0.583333333
Pennsylvania,,,-0.0249,-0.0407,0.0961,-0.0309,0.1144,-0.2589,0.0161,0.1733,0.0904,0.161,0.1045,-0.24,0.725
Pennsylvania,,,0.0402,-0.0088,-0.1068,0.1015,0.1589,-0.0374,-0.0111,0.095,0.1507,0.5415,0.1197,-0.068,0.166666667
Pennsylvania,,,0.0135,0.0196,-0.3727,0.1254,0.6866,0.004,0.0774,0.2124,0.1472,0.178,0.2585,0.014,-0.341666667
Pennsylvania,,,0.0307,0.0007,-0.2849,0.0636,0.2421,0.1439,0.1931,0.0557,0.1462,0.1663,0.0829,0.132,-0.375
Pennsylvania,,,0.008,0.0116,0.1408,0.0307,-0.3899,0.1525,0.0725,0.2185,0.1255,0.014,0.0944,0.117,-0.275
Pennsylvania,,,-0.0618,0.062,0.0159,-0.0483,1.0359,0.099,0.44,-0.0134,0.1266,-0.0626,0.0532,-0.175,-0.15
Pennsylvania,,,-0.0114,0.0271,-0.1895,-0.0092,1.0376,-0.3564,0.097,0.2627,0.1065,-0.217,0.3242,0.156,0.791666667
Pennsylvania,,,0.0165,0.1349,-0.6191,-0.1192,-0.3741,0.2324,0.1667,0.0836,-0.0444,-0.4701,-0.0797,-0.4,2.625
Pennsylvania,,,0.016,0.1493,-0.0586,0.149,0.1475,-0.0529,0.305,-0.0082,0.1311,0.2066,0.0253,-0.067,0.191666667
Pennsylvania,,,-0.0161,0.1762,-0.226,0.0801,-0.1677,0.1055,0.2561,0.1186,0.1178,0.0665,0.065,0.012,-0.425
Pennsylvania,,,-0.018,0.1161,-0.0191,-0.02,0.3932,0.0429,0.3198,0.0402,0.0683,0.0452,0.0692,0.128,-0.083333334
Pennsylvania,,,0.0226,0.2667,0.3023,-0.0013,0.3281,-0.0501,-0.0473,0.0857,0.0783,0.1119,-0.0553,0.322,-0.558333333
Pennsylvania,,,0.0534,0.3832,0.212,0.044,-0.1806,0.1562,0.0436,0.0547,0.0902,0.0972,0.0616,-0.093,-1.166666667
Pennsylvania,,,0.0121,0.4575,0.0389,0.0509,0.1604,-0.0579,0.2484,0.233,0.0987,0.0698,0.1785,0.636,-0.541666666
Pennsylvania,,,-0.04892,-1.06182,0.79809,0.60165,0.36582,1.16947,0.8148,0.8639,0.0816,0.78604,1.32393,0.007,-0.05
Pennsylvania,,,0.07883,-0.18765,0.28571,0.3027,-0.27217,0.36597,0.53172,0.39258,0.1349,0.57625,0.30645,-0.091,-0.366666667
Pennsylvania,,,-0.02128,-0.00567,-0.16167,0.13533,0.0203,0.02369,0.05896,0.23957,0.1986,0.1249,0.27094,0.232,-0.558333333
Pennsylvania,,,0.02315,0.06638,0.24679,-0.09513,-0.05021,0.04415,-0.19707,0.2222,0.1151,0.052,0.32093,0.581,-0.091666667
Pennsylvania,,,-0.05037,-0.03292,-0.35692,-0.16985,-0.2757,-0.28837,-0.07829,-0.1261,-0.1305,-0.10935,-0.27156,-0.059,4.591666667
Pennsylvania,,,0.02824,-0.00373,0.02662,0.23447,0.37197,0.12208,0.32522,0.16042,0.469,-0.15693,0.61442,-0.149,-2.883333334
Pennsylvania,,,0.00947,-0.08378,0.11859,-0.02491,0.10449,0.04354,0.25889,0.26458,0.4829,-0.39139,0.48052,-0.61,-1.683333333
Rhode Island,,,0.001,0.0006,0.0037,0.0062,-0.0021,0.0287,-0.0083,-0.0132,0.1091,0.0423,0.0273,0.918,-0.783333333
